position,surah,ayah,position_in_ayah,page,line,juz,number,number_last,text,rasm_imlai,marks,resegmented
376,2,26,17,5,6,1,377,377,ٱلۡحَقُّ,الحق,,0
377,2,26,18,5,6,1,378,378,مِن,من,,0
378,2,26,19,5,6,1,379,379,رَّبِّهِمۡ,ربهم,waqf:after:ۖ,0
379,2,26,20,5,6,1,380,380,وَأَمَّا,وأما,,0
380,2,26,21,5,7,1,381,381,ٱلَّذِينَ,الذين,,0
381,2,26,22,5,7,1,382,382,كَفَرُواْ,كفروا,,0
382,2,26,23,5,7,1,383,383,فَيَقُولُونَ,فيقولون,,0
383,2,26,24,5,7,1,384,384,مَاذَآ,ماذا,,0
384,2,26,25,5,7,1,385,385,أَرَادَ,أراد,,0
385,2,26,26,5,7,1,386,386,ٱللَّهُ,الله,,0
386,2,26,27,5,7,1,387,387,بِهَٰذَا,بهذا,,0
387,2,26,28,5,7,1,388,388,مَثَلࣰا,مثلا,waqf:after:ۘ,0
388,2,26,29,5,8,1,389,389,يُضِلُّ,يضل,,0
389,2,26,30,5,8,1,390,390,بِهِۦ,به,,0
390,2,26,31,5,8,1,391,391,كَثِيرࣰا,كثيرا,,0
391,2,26,32,5,8,1,392,392,وَيَهۡدِي,ويهدي,,0
392,2,26,33,5,8,1,393,393,بِهِۦ,به,,0
393,2,26,34,5,8,1,394,394,كَثِيرࣰا,كثيرا,waqf:after:ۚ,0
394,2,26,35,5,8,1,395,395,وَمَا,وما,,0
395,2,26,36,5,8,1,396,396,يُضِلُّ,يضل,,0
396,2,26,37,5,8,1,397,397,بِهِۦٓ,به,,0
397,2,26,38,5,9,1,398,398,إِلَّا,إلا,,0
398,2,26,39,5,9,1,399,399,ٱلۡفَٰسِقِينَ,الفاسقين,,0
399,2,27,1,5,9,1,400,400,ٱلَّذِينَ,الذين,,0
400,2,27,2,5,9,1,401,401,يَنقُضُونَ,ينقضون,,0
401,2,27,3,5,9,1,402,402,عَهۡدَ,عهد,,0
402,2,27,4,5,9,1,403,403,ٱللَّهِ,الله,,0
403,2,27,5,5,9,1,404,404,مِنۢ,من,,0
404,2,27,6,5,9,1,405,405,بَعۡدِ,بعد,,0
405,2,27,7,5,10,1,406,406,مِيثَٰقِهِۦ,ميثاقه,,0
406,2,27,8,5,10,1,407,407,وَيَقۡطَعُونَ,ويقطعون,,0
407,2,27,9,5,10,1,408,408,مَآ,ما,,0
408,2,27,10,5,10,1,409,409,أَمَرَ,أمر,,0
409,2,27,11,5,10,1,410,410,ٱللَّهُ,الله,,0
410,2,27,12,5,10,1,411,411,بِهِۦٓ,به,,0
411,2,27,13,5,10,1,412,412,أَن,أن,,0
412,2,27,14,5,10,1,413,413,يُوصَلَ,يوصل,,0
413,2,27,15,5,10,1,414,414,وَيُفۡسِدُونَ,ويفسدون,,0
414,2,27,16,5,11,1,415,415,فِي,في,,0
415,2,27,17,5,11,1,416,416,ٱلۡأَرۡضِ,الأرض,waqf:after:ۚ,0
416,2,27,18,5,11,1,417,417,أُوْلَٰٓئِكَ,أولئك,,0
417,2,27,19,5,11,1,418,418,هُمُ,هم,,0
418,2,27,20,5,11,1,419,419,ٱلۡخَٰسِرُونَ,الخاسرون,,0
419,2,28,1,5,11,1,420,420,كَيۡفَ,كيف,,0
420,2,28,2,5,12,1,421,421,تَكۡفُرُونَ,تكفرون,,0
421,2,28,3,5,12,1,422,422,بِٱللَّهِ,بالله,,0
422,2,28,4,5,12,1,423,423,وَكُنتُمۡ,وكنتم,,0
423,2,28,5,5,12,1,424,424,أَمۡوَٰتࣰا,أمواتا,,0
424,2,28,6,5,12,1,425,425,فَأَحۡيَٰكُمۡ,فأحياكم,waqf:after:ۖ,0
425,2,28,7,5,12,1,426,426,ثُمَّ,ثم,,0
426,2,28,8,5,12,1,427,427,يُمِيتُكُمۡ,يميتكم,,0
427,2,28,9,5,13,1,428,428,ثُمَّ,ثم,,0
428,2,28,10,5,13,1,429,429,يُحۡيِيكُمۡ,يحييكم,,0
429,2,28,11,5,13,1,430,430,ثُمَّ,ثم,,0
430,2,28,12,5,13,1,431,431,إِلَيۡهِ,إليه,,0
431,2,28,13,5,13,1,432,432,تُرۡجَعُونَ,ترجعون,,0
432,2,29,1,5,13,1,433,433,هُوَ,هو,,0
433,2,29,2,5,13,1,434,434,ٱلَّذِي,الذي,,0
434,2,29,3,5,13,1,435,435,خَلَقَ,خلق,,0
435,2,29,4,5,14,1,436,436,لَكُم,لكم,,0
436,2,29,5,5,14,1,437,437,مَّا,ما,,0
437,2,29,6,5,14,1,438,438,فِي,في,,0
438,2,29,7,5,14,1,439,439,ٱلۡأَرۡضِ,الأرض,,0
439,2,29,8,5,14,1,440,440,جَمِيعࣰا,جميعا,,0
440,2,29,9,5,14,1,441,441,ثُمَّ,ثم,,0
441,2,29,10,5,14,1,442,442,ٱسۡتَوَىٰٓ,استوى,,0
442,2,29,11,5,14,1,443,443,إِلَى,إلى,,0
443,2,29,12,5,14,1,444,444,ٱلسَّمَآءِ,السماء,,0
444,2,29,13,5,15,1,445,445,فَسَوَّىٰهُنَّ,فسواهن,,0
445,2,29,14,5,15,1,446,446,سَبۡعَ,سبع,,0
446,2,29,15,5,15,1,447,447,سَمَٰوَٰتࣲ,سموات,waqf:after:ۚ,0
447,2,29,16,5,15,1,448,448,وَهُوَ,وهو,,0
448,2,29,17,5,15,1,449,449,بِكُلِّ,بكل,,0
449,2,29,18,5,15,1,450,450,شَيۡءٍ,شيء,,0
450,2,29,19,5,15,1,451,451,عَلِيمࣱ,عليم,,0
451,2,30,1,6,1,1,452,452,وَإِذۡ,وإذ,,0
452,2,30,2,6,1,1,453,453,قَالَ,قال,,0
453,2,30,3,6,1,1,454,454,رَبُّكَ,ربك,,0
454,2,30,4,6,1,1,455,455,لِلۡمَلَٰٓئِكَةِ,للملائكة,,0
455,2,30,5,6,1,1,456,456,إِنِّي,إني,,0
456,2,30,6,6,1,1,457,457,جَاعِلࣱ,جاعل,,0
457,2,30,7,6,1,1,458,458,فِي,في,,0
458,2,30,8,6,1,1,459,459,ٱلۡأَرۡضِ,الأرض,,0
459,2,30,9,6,1,1,460,460,خَلِيفَةࣰ,خليفة,waqf:after:ۖ,0
460,2,30,10,6,1,1,461,461,قَالُوٓاْ,قالوا,,0
461,2,30,11,6,2,1,462,462,أَتَجۡعَلُ,أتجعل,,0
462,2,30,12,6,2,1,463,463,فِيهَا,فيها,,0
463,2,30,13,6,2,1,464,464,مَن,من,,0
464,2,30,14,6,2,1,465,465,يُفۡسِدُ,يفسد,,0
465,2,30,15,6,2,1,466,466,فِيهَا,فيها,,0
466,2,30,16,6,2,1,467,467,وَيَسۡفِكُ,ويسفك,,0
467,2,30,17,6,2,1,468,468,ٱلدِّمَآءَ,الدماء,,0
468,2,30,18,6,2,1,469,469,وَنَحۡنُ,ونحن,,0
469,2,30,19,6,2,1,470,470,نُسَبِّحُ,نسبح,,0
470,2,30,20,6,3,1,471,471,بِحَمۡدِكَ,بحمدك,,0
471,2,30,21,6,3,1,472,472,وَنُقَدِّسُ,ونقدس,,0
472,2,30,22,6,3,1,473,473,لَكَ,لك,waqf:after:ۖ,0
473,2,30,23,6,3,1,474,474,قَالَ,قال,,0
474,2,30,24,6,3,1,475,475,إِنِّيٓ,إني,,0
475,2,30,25,6,3,1,476,476,أَعۡلَمُ,أعلم,,0
476,2,30,26,6,3,1,477,477,مَا,ما,,0
477,2,30,27,6,3,1,478,478,لَا,لا,,0
478,2,30,28,6,3,1,479,479,تَعۡلَمُونَ,تعلمون,,0
479,2,31,1,6,3,1,480,480,وَعَلَّمَ,وعلم,,0
480,2,31,2,6,4,1,481,481,ءَادَمَ,آدم,,0
481,2,31,3,6,4,1,482,482,ٱلۡأَسۡمَآءَ,الأسماء,,0
482,2,31,4,6,4,1,483,483,كُلَّهَا,كلها,,0
483,2,31,5,6,4,1,484,484,ثُمَّ,ثم,,0
484,2,31,6,6,4,1,485,485,عَرَضَهُمۡ,عرضهم,,0
485,2,31,7,6,4,1,486,486,عَلَى,على,,0
486,2,31,8,6,4,1,487,487,ٱلۡمَلَٰٓئِكَةِ,الملائكة,,0
487,2,31,9,6,4,1,488,488,فَقَالَ,فقال,,0
488,2,31,10,6,5,1,489,489,أَنۢبِـُٔونِي,أنبئوني,,0
489,2,31,11,6,5,1,490,490,بِأَسۡمَآءِ,بأسماء,,0
490,2,31,12,6,5,1,491,491,هَٰٓؤُلَآءِ,هؤلاء,,0
491,2,31,13,6,5,1,492,492,إِن,إن,,0
492,2,31,14,6,5,1,493,493,كُنتُمۡ,كنتم,,0
493,2,31,15,6,5,1,494,494,صَٰدِقِينَ,صادقين,,0
494,2,32,1,6,5,1,495,495,قَالُواْ,قالوا,,0
495,2,32,2,6,5,1,496,496,سُبۡحَٰنَكَ,سبحانك,,0
496,2,32,3,6,6,1,497,497,لَا,لا,,0
497,2,32,4,6,6,1,498,498,عِلۡمَ,علم,,0
498,2,32,5,6,6,1,499,499,لَنَآ,لنا,,0
499,2,32,6,6,6,1,500,500,إِلَّا,إلا,,0
500,2,32,7,6,6,1,501,501,مَا,ما,,0
501,2,32,8,6,6,1,502,502,عَلَّمۡتَنَآ,علمتنا,waqf:after:ۖ,0
502,2,32,9,6,6,1,503,503,إِنَّكَ,إنك,,0
503,2,32,10,6,6,1,504,504,أَنتَ,أنت,,0
504,2,32,11,6,6,1,505,505,ٱلۡعَلِيمُ,العليم,,0
505,2,32,12,6,6,1,506,506,ٱلۡحَكِيمُ,الحكيم,,0
506,2,33,1,6,6,1,507,507,قَالَ,قال,,0
507,2,33,2,6,6,1,508,508,يَٰٓـَٔادَمُ,ياآدم,,0
508,2,33,3,6,7,1,509,509,أَنۢبِئۡهُم,أنبئهم,,0
509,2,33,4,6,7,1,510,510,بِأَسۡمَآئِهِمۡ,بأسمائهم,waqf:after:ۖ,0
510,2,33,5,6,7,1,511,511,فَلَمَّآ,فلما,,0
511,2,33,6,6,7,1,512,512,أَنۢبَأَهُم,أنبأهم,,0
512,2,33,7,6,7,1,513,513,بِأَسۡمَآئِهِمۡ,بأسمائهم,,0
513,2,33,8,6,7,1,514,514,قَالَ,قال,,0
514,2,33,9,6,7,1,515,515,أَلَمۡ,ألم,,0
515,2,33,10,6,7,1,516,516,أَقُل,أقل,,0
516,2,33,11,6,8,1,517,517,لَّكُمۡ,لكم,,0
517,2,33,12,6,8,1,518,518,إِنِّيٓ,إني,,0
518,2,33,13,6,8,1,519,519,أَعۡلَمُ,أعلم,,0
519,2,33,14,6,8,1,520,520,غَيۡبَ,غيب,,0
520,2,33,15,6,8,1,521,521,ٱلسَّمَٰوَٰتِ,السموات,,0
521,2,33,16,6,8,1,522,522,وَٱلۡأَرۡضِ,والأرض,,0
522,2,33,17,6,8,1,523,523,وَأَعۡلَمُ,وأعلم,,0
523,2,33,18,6,8,1,524,524,مَا,ما,,0
524,2,33,19,6,8,1,525,525,تُبۡدُونَ,تبدون,,0
525,2,33,20,6,9,1,526,526,وَمَا,وما,,0
526,2,33,21,6,9,1,527,527,كُنتُمۡ,كنتم,,0
527,2,33,22,6,9,1,528,528,تَكۡتُمُونَ,تكتمون,,0
528,2,34,1,6,9,1,529,529,وَإِذۡ,وإذ,,0
529,2,34,2,6,9,1,530,530,قُلۡنَا,قلنا,,0
530,2,34,3,6,9,1,531,531,لِلۡمَلَٰٓئِكَةِ,للملائكة,,0
531,2,34,4,6,9,1,532,532,ٱسۡجُدُواْ,اسجدوا,,0
532,2,34,5,6,9,1,533,533,لِأٓدَمَ,لآدم,,0
533,2,34,6,6,10,1,534,534,فَسَجَدُوٓاْ,فسجدوا,,0
534,2,34,7,6,10,1,535,535,إِلَّآ,إلا,,0
535,2,34,8,6,10,1,536,536,إِبۡلِيسَ,إبليس,,0
536,2,34,9,6,10,1,537,537,أَبَىٰ,أبى,,0
537,2,34,10,6,10,1,538,538,وَٱسۡتَكۡبَرَ,واستكبر,,0
538,2,34,11,6,10,1,539,539,وَكَانَ,وكان,,0
539,2,34,12,6,10,1,540,540,مِنَ,من,,0
540,2,34,13,6,10,1,541,541,ٱلۡكَٰفِرِينَ,الكافرين,,0
541,2,35,1,6,10,1,542,542,وَقُلۡنَا,وقلنا,,0
542,2,35,2,6,11,1,543,543,يَٰٓـَٔادَمُ,ياآدم,,0
543,2,35,3,6,11,1,544,544,ٱسۡكُنۡ,اسكن,,0
544,2,35,4,6,11,1,545,545,أَنتَ,أنت,,0
545,2,35,5,6,11,1,546,546,وَزَوۡجُكَ,وزوجك,,0
546,2,35,6,6,11,1,547,547,ٱلۡجَنَّةَ,الجنة,,0
547,2,35,7,6,11,1,548,548,وَكُلَا,وكلا,,0
548,2,35,8,6,11,1,549,549,مِنۡهَا,منها,,0
549,2,35,9,6,11,1,550,550,رَغَدًا,رغدا,,0
550,2,35,10,6,11,1,551,551,حَيۡثُ,حيث,,0
551,2,35,11,6,12,1,552,552,شِئۡتُمَا,شئتما,,0
552,2,35,12,6,12,1,553,553,وَلَا,ولا,,0
553,2,35,13,6,12,1,554,554,تَقۡرَبَا,تقربا,,0
554,2,35,14,6,12,1,555,555,هَٰذِهِ,هذه,,0
555,2,35,15,6,12,1,556,556,ٱلشَّجَرَةَ,الشجرة,,0
556,2,35,16,6,12,1,557,557,فَتَكُونَا,فتكونا,,0
557,2,35,17,6,12,1,558,558,مِنَ,من,,0
558,2,35,18,6,12,1,559,559,ٱلظَّٰلِمِينَ,الظالمين,,0
559,2,36,1,6,12,1,560,560,فَأَزَلَّهُمَا,فأزلهما,,0
560,2,36,2,6,13,1,561,561,ٱلشَّيۡطَٰنُ,الشيطان,,0
561,2,36,3,6,13,1,562,562,عَنۡهَا,عنها,,0
562,2,36,4,6,13,1,563,563,فَأَخۡرَجَهُمَا,فأخرجهما,,0
563,2,36,5,6,13,1,564,564,مِمَّا,مما,,0
564,2,36,6,6,13,1,565,565,كَانَا,كانا,,0
565,2,36,7,6,13,1,566,566,فِيهِ,فيه,waqf:after:ۖ,0
566,2,36,8,6,13,1,567,567,وَقُلۡنَا,وقلنا,,0
567,2,36,9,6,13,1,568,568,ٱهۡبِطُواْ,اهبطوا,,0
568,2,36,10,6,13,1,569,569,بَعۡضُكُمۡ,بعضكم,,0
569,2,36,11,6,14,1,570,570,لِبَعۡضٍ,لبعض,,0
570,2,36,12,6,14,1,571,571,عَدُوࣱّ,عدو,waqf:after:ۖ,0
571,2,36,13,6,14,1,572,572,وَلَكُمۡ,ولكم,,0
572,2,36,14,6,14,1,573,573,فِي,في,,0
573,2,36,15,6,14,1,574,574,ٱلۡأَرۡضِ,الأرض,,0
574,2,36,16,6,14,1,575,575,مُسۡتَقَرࣱّ,مستقر,,0
575,2,36,17,6,14,1,576,576,وَمَتَٰعٌ,ومتاع,,0
576,2,36,18,6,14,1,577,577,إِلَىٰ,إلى,,0
577,2,36,19,6,14,1,578,578,حِينࣲ,حين,,0
578,2,37,1,6,14,1,579,579,فَتَلَقَّىٰٓ,فتلقى,,0
579,2,37,2,6,15,1,580,580,ءَادَمُ,آدم,,0
580,2,37,3,6,15,1,581,581,مِن,من,,0
581,2,37,4,6,15,1,582,582,رَّبِّهِۦ,ربه,,0
582,2,37,5,6,15,1,583,583,كَلِمَٰتࣲ,كلمات,,0
583,2,37,6,6,15,1,584,584,فَتَابَ,فتاب,,0
584,2,37,7,6,15,1,585,585,عَلَيۡهِ,عليه,waqf:after:ۚ,0
585,2,37,8,6,15,1,586,586,إِنَّهُۥ,إنه,,0
586,2,37,9,6,15,1,587,587,هُوَ,هو,,0
587,2,37,10,6,15,1,588,588,ٱلتَّوَّابُ,التواب,,0
588,2,37,11,6,15,1,589,589,ٱلرَّحِيمُ,الرحيم,,0
589,2,38,1,7,1,1,590,590,قُلۡنَا,قلنا,,0
590,2,38,2,7,1,1,591,591,ٱهۡبِطُواْ,اهبطوا,,0
591,2,38,3,7,1,1,592,592,مِنۡهَا,منها,,0
592,2,38,4,7,1,1,593,593,جَمِيعࣰا,جميعا,waqf:after:ۖ,0
593,2,38,5,7,1,1,594,594,فَإِمَّا,فإما,,0
594,2,38,6,7,1,1,595,595,يَأۡتِيَنَّكُم,يأتينكم,,0
595,2,38,7,7,1,1,596,596,مِّنِّي,مني,,0
596,2,38,8,7,1,1,597,597,هُدࣰى,هدى,,0
597,2,38,9,7,1,1,598,598,فَمَن,فمن,,0
598,2,38,10,7,1,1,599,599,تَبِعَ,تبع,,0
599,2,38,11,7,2,1,600,600,هُدَايَ,هداي,,0
600,2,38,12,7,2,1,601,601,فَلَا,فلا,,0
601,2,38,13,7,2,1,602,602,خَوۡفٌ,خوف,,0
602,2,38,14,7,2,1,603,603,عَلَيۡهِمۡ,عليهم,,0
603,2,38,15,7,2,1,604,604,وَلَا,ولا,,0
604,2,38,16,7,2,1,605,605,هُمۡ,هم,,0
605,2,38,17,7,2,1,606,606,يَحۡزَنُونَ,يحزنون,,0
606,2,39,1,7,2,1,607,607,وَٱلَّذِينَ,والذين,,0
607,2,39,2,7,2,1,608,608,كَفَرُواْ,كفروا,,0
608,2,39,3,7,3,1,609,609,وَكَذَّبُواْ,وكذبوا,,0
609,2,39,4,7,3,1,610,610,بِـَٔايَٰتِنَآ,بآياتنا,,0
610,2,39,5,7,3,1,611,611,أُوْلَٰٓئِكَ,أولئك,,0
611,2,39,6,7,3,1,612,612,أَصۡحَٰبُ,أصحاب,,0
612,2,39,7,7,3,1,613,613,ٱلنَّارِ,النار,waqf:after:ۖ,0
613,2,39,8,7,3,1,614,614,هُمۡ,هم,,0
614,2,39,9,7,3,1,615,615,فِيهَا,فيها,,0
615,2,39,10,7,3,1,616,616,خَٰلِدُونَ,خالدون,,0
616,2,40,1,7,4,1,617,617,يَٰبَنِيٓ,يابني,,0
617,2,40,2,7,4,1,618,618,إِسۡرَٰٓءِيلَ,إسرائيل,,0
618,2,40,3,7,4,1,619,619,ٱذۡكُرُواْ,اذكروا,,0
619,2,40,4,7,4,1,620,620,نِعۡمَتِيَ,نعمتي,,0
620,2,40,5,7,4,1,621,621,ٱلَّتِيٓ,التي,,0
621,2,40,6,7,4,1,622,622,أَنۡعَمۡتُ,أنعمت,,0
622,2,40,7,7,4,1,623,623,عَلَيۡكُمۡ,عليكم,,0
623,2,40,8,7,4,1,624,624,وَأَوۡفُواْ,وأوفوا,,0
624,2,40,9,7,4,1,625,625,بِعَهۡدِيٓ,بعهدي,,0
625,2,40,10,7,5,1,626,626,أُوفِ,أوف,,0
626,2,40,11,7,5,1,627,627,بِعَهۡدِكُمۡ,بعهدكم,,0
627,2,40,12,7,5,1,628,628,وَإِيَّٰيَ,وإياي,,0
628,2,40,13,7,5,1,629,629,فَٱرۡهَبُونِ,فارهبون,,0
629,2,41,1,7,5,1,630,630,وَءَامِنُواْ,وآمنوا,,0
630,2,41,2,7,5,1,631,631,بِمَآ,بما,,0
631,2,41,3,7,5,1,632,632,أَنزَلۡتُ,أنزلت,,0
632,2,41,4,7,5,1,633,633,مُصَدِّقࣰا,مصدقا,,0
633,2,41,5,7,6,1,634,634,لِّمَا,لما,,0
634,2,41,6,7,6,1,635,635,مَعَكُمۡ,معكم,,0
635,2,41,7,7,6,1,636,636,وَلَا,ولا,,0
636,2,41,8,7,6,1,637,637,تَكُونُوٓاْ,تكونوا,,0
637,2,41,9,7,6,1,638,638,أَوَّلَ,أول,,0
638,2,41,10,7,6,1,639,639,كَافِرِۭ,كافر,,0
639,2,41,11,7,6,1,640,640,بِهِۦ,به,waqf:after:ۖ,0
640,2,41,12,7,6,1,641,641,وَلَا,ولا,,0
641,2,41,13,7,6,1,642,642,تَشۡتَرُواْ,تشتروا,,0
642,2,41,14,7,6,1,643,643,بِـَٔايَٰتِي,بآياتي,,0
643,2,41,15,7,7,1,644,644,ثَمَنࣰا,ثمنا,,0
644,2,41,16,7,7,1,645,645,قَلِيلࣰا,قليلا,,0
645,2,41,17,7,7,1,646,646,وَإِيَّٰيَ,وإياي,,0
646,2,41,18,7,7,1,647,647,فَٱتَّقُونِ,فاتقون,,0
647,2,42,1,7,7,1,648,648,وَلَا,ولا,,0
648,2,42,2,7,7,1,649,649,تَلۡبِسُواْ,تلبسوا,,0
649,2,42,3,7,7,1,650,650,ٱلۡحَقَّ,الحق,,0
650,2,42,4,7,7,1,651,651,بِٱلۡبَٰطِلِ,بالباطل,,0
651,2,42,5,7,7,1,652,652,وَتَكۡتُمُواْ,وتكتموا,,0
652,2,42,6,7,8,1,653,653,ٱلۡحَقَّ,الحق,,0
653,2,42,7,7,8,1,654,654,وَأَنتُمۡ,وأنتم,,0
654,2,42,8,7,8,1,655,655,تَعۡلَمُونَ,تعلمون,,0
655,2,43,1,7,8,1,656,656,وَأَقِيمُواْ,وأقيموا,,0
656,2,43,2,7,8,1,657,657,ٱلصَّلَوٰةَ,الصلاة,,0
657,2,43,3,7,8,1,658,658,وَءَاتُواْ,وآتوا,,0
658,2,43,4,7,8,1,659,659,ٱلزَّكَوٰةَ,الزكاة,,0
659,2,43,5,7,9,1,660,660,وَٱرۡكَعُواْ,واركعوا,,0
660,2,43,6,7,9,1,661,661,مَعَ,مع,,0
661,2,43,7,7,9,1,662,662,ٱلرَّٰكِعِينَ,الراكعين,,0
662,2,44,1,7,9,1,663,663,أَتَأۡمُرُونَ,أتأمرون,division:before:۞,0
663,2,44,2,7,9,1,664,664,ٱلنَّاسَ,الناس,,0
664,2,44,3,7,9,1,665,665,بِٱلۡبِرِّ,بالبر,,0
665,2,44,4,7,10,1,666,666,وَتَنسَوۡنَ,وتنسون,,0
666,2,44,5,7,10,1,667,667,أَنفُسَكُمۡ,أنفسكم,,0
667,2,44,6,7,10,1,668,668,وَأَنتُمۡ,وأنتم,,0
668,2,44,7,7,10,1,669,669,تَتۡلُونَ,تتلون,,0
669,2,44,8,7,10,1,670,670,ٱلۡكِتَٰبَ,الكتاب,waqf:after:ۚ,0
670,2,44,9,7,10,1,671,671,أَفَلَا,أفلا,,0
671,2,44,10,7,10,1,672,672,تَعۡقِلُونَ,تعقلون,,0
672,2,45,1,7,11,1,673,673,وَٱسۡتَعِينُواْ,واستعينوا,,0
673,2,45,2,7,11,1,674,674,بِٱلصَّبۡرِ,بالصبر,,0
674,2,45,3,7,11,1,675,675,وَٱلصَّلَوٰةِ,والصلاة,waqf:after:ۚ,0
675,2,45,4,7,11,1,676,676,وَإِنَّهَا,وإنها,,0
676,2,45,5,7,11,1,677,677,لَكَبِيرَةٌ,لكبيرة,,0
677,2,45,6,7,11,1,678,678,إِلَّا,إلا,,0
678,2,45,7,7,11,1,679,679,عَلَى,على,,0
679,2,45,8,7,11,1,680,680,ٱلۡخَٰشِعِينَ,الخاشعين,,0
680,2,46,1,7,12,1,681,681,ٱلَّذِينَ,الذين,,0
681,2,46,2,7,12,1,682,682,يَظُنُّونَ,يظنون,,0
682,2,46,3,7,12,1,683,683,أَنَّهُم,أنهم,,0
683,2,46,4,7,12,1,684,684,مُّلَٰقُواْ,ملاقو,,0
684,2,46,5,7,12,1,685,685,رَبِّهِمۡ,ربهم,,0
685,2,46,6,7,12,1,686,686,وَأَنَّهُمۡ,وأنهم,,0
686,2,46,7,7,12,1,687,687,إِلَيۡهِ,إليه,,0
687,2,46,8,7,12,1,688,688,رَٰجِعُونَ,راجعون,,0
688,2,47,1,7,13,1,689,689,يَٰبَنِيٓ,يابني,,0
689,2,47,2,7,13,1,690,690,إِسۡرَٰٓءِيلَ,إسرائيل,,0
690,2,47,3,7,13,1,691,691,ٱذۡكُرُواْ,اذكروا,,0
691,2,47,4,7,13,1,692,692,نِعۡمَتِيَ,نعمتي,,0
692,2,47,5,7,13,1,693,693,ٱلَّتِيٓ,التي,,0
693,2,47,6,7,13,1,694,694,أَنۡعَمۡتُ,أنعمت,,0
694,2,47,7,7,13,1,695,695,عَلَيۡكُمۡ,عليكم,,0
695,2,47,8,7,13,1,696,696,وَأَنِّي,وأني,,0
696,2,47,9,7,13,1,697,697,فَضَّلۡتُكُمۡ,فضلتكم,,0
697,2,47,10,7,14,1,698,698,عَلَى,على,,0
698,2,47,11,7,14,1,699,699,ٱلۡعَٰلَمِينَ,العالمين,,0
699,2,48,1,7,14,1,700,700,وَٱتَّقُواْ,واتقوا,,0
700,2,48,2,7,14,1,701,701,يَوۡمࣰا,يوما,,0
701,2,48,3,7,14,1,702,702,لَّا,لا,,0
702,2,48,4,7,14,1,703,703,تَجۡزِي,تجزي,,0
703,2,48,5,7,14,1,704,704,نَفۡسٌ,نفس,,0
704,2,48,6,7,14,1,705,705,عَن,عن,,0
705,2,48,7,7,14,1,706,706,نَّفۡسࣲ,نفس,,0
706,2,48,8,7,14,1,707,707,شَيۡـࣰٔا,شيئا,,0
707,2,48,9,7,15,1,708,708,وَلَا,ولا,,0
708,2,48,10,7,15,1,709,709,يُقۡبَلُ,يقبل,,0
709,2,48,11,7,15,1,710,710,مِنۡهَا,منها,,0
710,2,48,12,7,15,1,711,711,شَفَٰعَةࣱ,شفاعة,,0
711,2,48,13,7,15,1,712,712,وَلَا,ولا,,0
712,2,48,14,7,15,1,713,713,يُؤۡخَذُ,يؤخذ,,0
713,2,48,15,7,15,1,714,714,مِنۡهَا,منها,,0
714,2,48,16,7,15,1,715,715,عَدۡلࣱ,عدل,,0
715,2,48,17,7,15,1,716,716,وَلَا,ولا,,0
716,2,48,18,7,15,1,717,717,هُمۡ,هم,,0
717,2,48,19,7,15,1,718,718,يُنصَرُونَ,ينصرون,,0
718,2,49,1,8,1,1,719,719,وَإِذۡ,وإذ,,0
719,2,49,2,8,1,1,720,720,نَجَّيۡنَٰكُم,نجيناكم,,0
720,2,49,3,8,1,1,721,721,مِّنۡ,من,,0
721,2,49,4,8,1,1,722,722,ءَالِ,آل,,0
722,2,49,5,8,1,1,723,723,فِرۡعَوۡنَ,فرعون,,0
723,2,49,6,8,1,1,724,724,يَسُومُونَكُمۡ,يسومونكم,,0
724,2,49,7,8,1,1,725,725,سُوٓءَ,سوء,,0
725,2,49,8,8,1,1,726,726,ٱلۡعَذَابِ,العذاب,,0
726,2,49,9,8,2,1,727,727,يُذَبِّحُونَ,يذبحون,,0
727,2,49,10,8,2,1,728,728,أَبۡنَآءَكُمۡ,أبناءكم,,0
728,2,49,11,8,2,1,729,729,وَيَسۡتَحۡيُونَ,ويستحيون,,0
729,2,49,12,8,2,1,730,730,نِسَآءَكُمۡ,نساءكم,waqf:after:ۚ,0
730,2,49,13,8,2,1,731,731,وَفِي,وفي,,0
731,2,49,14,8,2,1,732,732,ذَٰلِكُم,ذلكم,,0
732,2,49,15,8,2,1,733,733,بَلَآءࣱ,بلاء,,0
733,2,49,16,8,3,1,734,734,مِّن,من,,0
734,2,49,17,8,3,1,735,735,رَّبِّكُمۡ,ربكم,,0
735,2,49,18,8,3,1,736,736,عَظِيمࣱ,عظيم,,0
736,2,50,1,8,3,1,737,737,وَإِذۡ,وإذ,,0
737,2,50,2,8,3,1,738,738,فَرَقۡنَا,فرقنا,,0
738,2,50,3,8,3,1,739,739,بِكُمُ,بكم,,0
739,2,50,4,8,3,1,740,740,ٱلۡبَحۡرَ,البحر,,0
740,2,50,5,8,3,1,741,741,فَأَنجَيۡنَٰكُمۡ,فأنجيناكم,,0
741,2,50,6,8,4,1,742,742,وَأَغۡرَقۡنَآ,وأغرقنا,,0
742,2,50,7,8,4,1,743,743,ءَالَ,آل,,0
743,2,50,8,8,4,1,744,744,فِرۡعَوۡنَ,فرعون,,0
744,2,50,9,8,4,1,745,745,وَأَنتُمۡ,وأنتم,,0
745,2,50,10,8,4,1,746,746,تَنظُرُونَ,تنظرون,,0
746,2,51,1,8,4,1,747,747,وَإِذۡ,وإذ,,0
747,2,51,2,8,4,1,748,748,وَٰعَدۡنَا,واعدنا,,0
